PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,Connection_Diff,PC1,PC2,PC3,PC4,PC5
210,6/24/19,8:39:03 PM,Player D,a4921202-96e1-11e9-b289-1c1bb52a548f,Bat,L,50,50,53,68.5,14,65,5,106,89,-21,4.05,21.4,0.15,2,8,Right,HYA_HAR,Left,WAR_GAT,Windup,7,Bottom,1,2,2,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,90.55581379,-2.474187902,-0.812328895,2551.745056,205.3682304,0.53125,5.754379528,0.683564522,6.385946449,-12.53974974,21.44159511,10.1818014,2.432069921,0.784841438,81.12772414,-4.871063145,1.142530197,0.4195578,85.08889293,14.02998548,-18.85156671,2711.543884,101.3045781,18.10162488,-42.86347394,220.3609448,219.4296279,-26.60624305,2.328353882,-5.897954025,12.68278909,-0.629884618,50,5.570768152,1.566096288,-131.6281553,-6.057926375,-10.11827363,33.71174482,-10.41600673,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,17,-0.022593916,-0.936919938,0.517658631,-0.827428007,0.262301836
253,6/24/19,9:05:28 PM,Player D,56fbc4da-96e5-11e9-b289-1c1bb52a548f,Bat,L,59,54,63,67.7,19.6,77,10,86,80,-22,4.37,21.6,0.14,6,1,Right,HYA_HAR,Left,WAR_GAT,Stretch,8,Bottom,2,0,0,Curveball,Curveball,InPlay,Undefined,LineDrive,Double,1.27,0,1,NA,74.93627429,1.528046892,-0.011562759,2440.119183,59.2971867,0.333333333,5.729560106,1.22127522,5.748394355,-56.49953002,-6.065627002,-10.13468359,2.444059516,0.365954501,68.27756005,-9.070202018,-1.926633865,0.51113169,92.69476065,10.78049656,-8.842827071,1512.645898,107.6611511,13.43733539,-22.56249638,201.2931862,201.2931862,-14.44486444,1.804508057,5.452345412,-3.751447051,-1.214213383,50,5.822334437,0.302894088,-108.9294147,1.339733273,6.461012229,21.58953269,-36.61950156,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,6,1.337268699,0.749345544,-0.06729148,-0.035018041,1.157827891
16,6/28/19,7:10:58 PM,Player D,febec9e4-99f9-11e9-b15b-d0c637ddbcc3,Bat,L,40,47,59,61.6,17.1,52,16,84,76,-15,2.89,20.7,0.17,4,5,Left,CHA_ANG,Left,WAR_GAT,Stretch,1,Top,1,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,71.71394689,0.610249406,2.660873128,2168.436366,241.2680099,0.083333333,5.631222401,-2.39347095,5.67312422,-49.56752316,6.186887818,11.38124147,2.070098166,1.037184521,64.86096805,-8.690029835,4.809607805,0.537416671,63.65801416,8.022515309,25.06351944,1853.996006,NA,NA,NA,74.22150222,73.56816014,25.38166001,0.846841431,-5.208692242,3.119135186,2.162137111,50,5.652219028,-5.140492876,-104.0857969,-0.210507323,-5.585803226,21.12860012,-28.82908699,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,8,-2.012046639,0.030440057,-0.545112496,1.105702597,2.732682591
71,6/28/19,7:39:33 PM,Player D,00f8acd5-99fe-11e9-b15b-d0c637ddbcc3,Bat,L,47,33,55,70.3,15,62,11,117,98,-26,4.45,23,0.14,1,2,Right,CHA_ANG,Right,WAR_GAT,Windup,3,Top,0,0,1,ChangeUp,ChangeUp,InPlay,Undefined,FlyBall,HomeRun,2.1,0,1,NA,84.23426042,-1.299655718,-4.333999209,1680.116,226.7506657,0.0625,5.49927601,2.249157863,6.49583493,-26.67697523,12.37045829,13.18951892,2.079707066,-0.637189776,75.98470942,-6.390661551,-1.811804201,0.449746472,92.03022257,24.42275725,32.66418772,2591.507173,90.21636732,40.88701175,62.93559846,319.7404089,220.9511768,41.54948865,3.811782837,-8.708099066,7.268064575,-1.951463335,50,5.396462551,8.910649998,-122.2543443,-3.498887989,-12.9678378,27.70950192,-21.35066657,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,19,0.829591766,-2.161795791,1.428912297,-0.34735696,-0.173534367
117,6/28/19,8:03:37 PM,Player D,5a85c5b7-9a01-11e9-b15b-d0c637ddbcc3,Bat,L,39,50,71,71.3,23.5,51,15,101,84,-23,4.63,22,0.14,3,2,Right,CHA_ANG,Right,WAR_GAT,Windup,4,Top,2,1,0,Fastball,Fastball,InPlay,Undefined,Popup,Out,0,1,0,NA,92.21480267,-2.173412143,-3.291315959,2290.944596,212.3719895,0.041666667,5.82517436,1.411002556,5.7937954,-11.30054613,22.18129457,14.08142761,2.857699418,-0.480110002,82.73081175,-4.311304246,-0.626216021,0.416462768,81.58429561,53.73123246,-5.669163502,4133.434511,107.4085675,116.3534777,-23.73591479,215.6904864,75.41711204,-15.19029739,5.399920044,-8.680983639,12.68606614,-1.148650865,50,5.639599698,7.217903839,-133.7554913,-5.465026785,-15.45635406,33.47287026,-9.586708454,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,17,1.450147921,-1.826214214,0.346938511,0.689969686,1.544714967
34,6/29/19,5:17:45 PM,Player D,55cd68c5-9ab3-11e9-a587-1c4d702b06a0,Bat,L,46,37,62,69.5,19,60,15,117,87,-16,3.97,22.4,0.16,1,5,Right,COT_KET,Left,WAR_GAT,Windup,2,Top,0,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,89.66029759,-1.787499163,-3.133374865,2125.962779,228.2139102,0.0625,5.659728451,2.238398467,6.770471706,-19.86726121,14.31042575,16.04912081,2.369062007,0.712022274,80.4444339,-5.612689399,-0.034518342,0.420768144,71.73768453,-22.27322686,51.60336116,NA,NA,NA,NA,7.71332548,5.835401049,30.9402816,0.061682739,-10.04850994,8.617109834,-2.040307307,50,5.535508076,6.702108055,-130.3041031,-4.60618471,-16.9064798,32.84892243,-17.67587976,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190629-CCBLCotuit-1,30,-0.11081412,-2.947420841,-0.029471008,-0.245606936,0.917738893
107,6/29/19,6:01:39 PM,Player D,7b5338b8-9ab9-11e9-a587-1c4d702b06a0,Bat,L,47,41,63,68.1,19.7,61,13,114,89,-18,3.95,23.1,0.15,3,2,Right,COT_KET,Left,WAR_GAT,Stretch,4,Top,1,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,89.80083949,-1.321041974,-3.445062157,2114.794084,235.5793328,0.072916667,5.538187806,2.482870331,6.643186524,-23.85223666,9.888186854,14.47645929,2.338977403,0.532247717,81.87112248,-5.8641188,-0.680754475,0.418067862,89.5021677,-7.369897159,31.17892959,NA,NA,NA,NA,17.71680031,16.7760099,26.16349758,0.12567688,-9.035836465,5.871227247,-2.256590577,50,5.439190951,7.455024342,-130.5900624,-3.686760142,-15.53150563,28.68934563,-22.08212188,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190629-CCBLCotuit-1,25,0.342893677,-2.402380089,0.60089313,-0.373650164,1.147307008
247,6/29/19,7:28:13 PM,Player D,92d12080-9ac5-11e9-a587-1c4d702b06a0,Bat,L,45,45,58,74,16.7,58,9,108,87,-24,4.79,22.8,0.15,5,1,Right,COT_KET,Left,WAR_GAT,Stretch,8,Top,1,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Out,0,1,0,NA,86.97537493,-2.149519249,-1.209082156,2175.655885,209.47652,0.041666667,5.728114155,0.946872643,6.377706286,-20.63413417,15.5517427,8.8095722,2.029867229,0.568590237,79.55784787,-6.050530103,0.465328021,0.432953315,98.19667994,13.26238825,5.96770982,666.5231155,109.467716,21.30754892,10.80293578,282.6674018,272.7194698,6.176408123,2.779039917,-5.181229759,9.151169008,-0.86396747,50,5.563632878,2.417454625,-126.5897933,-5.348082405,-8.389324329,26.364811,-17.35669276,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190629-CCBLCotuit-1,21,1.208827934,-1.992861854,0.205857594,0.047333537,0.021334135
25,6/30/19,6:44:08 PM,Player D,950ed044-9b88-11e9-b28b-1c1bb52a548f,Bat,L,73,30,53,62.3,14.2,94,-7,70,70,-33,3.7,20.4,0.14,4,4,Left,COT_KET,Left,WAR_GAT,Stretch,1,Bottom,1,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,2,0,NA,77.11144137,-0.135160792,0.508814846,2423.927757,289.276137,0.15625,5.789482512,-1.765905225,6.432621309,-47.55413182,-1.945391597,5.439975539,1.70242621,-0.844983052,71.52665318,-9.076978977,1.540513068,0.48606635,78.97469565,-10.59802226,-10.56156966,NA,NA,NA,NA,10.00866045,10.00866045,-4.388387429,0.077663574,-2.853190228,-1.032812181,1.727270189,50,5.758033587,-1.136556638,-112.383816,-1.475894453,-3.663300702,19.62159404,-33.50010861,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,0,0.602043438,3.99094303,0.169784733,-1.260833757,0.262843139
175,6/30/19,8:06:25 PM,Player D,1535ff38-9b94-11e9-b28b-1c1bb52a548f,Bat,L,48,45,48,60.5,11.4,62,8,104,83,-21,2.76,21.6,0.17,2,4,Right,COT_KET,Left,WAR_GAT,Stretch,7,Bottom,0,1,2,Fastball,ChangeUp,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,87.75901671,-2.572649634,-1.649281432,1699.497706,235.2169714,0.072916667,6.174626151,0.91228874,5.121810073,-26.39759101,10.94164657,15.80346554,1.549182872,0.67546532,80.37932532,-7.435896775,1.28614686,0.439799004,68.95140139,22.90607876,7.378946005,1861.360758,109.1096504,29.01765085,13.96663066,213.095089,213.095089,7.291810563,3.024625244,-8.759833816,6.468958326,-0.76941906,50,5.912705528,3.096266712,-127.4155617,-6.683540512,-14.3808151,26.51533173,-21.55411038,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,21,-2.392745711,-0.704949997,0.365083142,-0.45300764,0.97075746
10,7/2/19,5:10:52 PM,Player D,de85149f-9d0d-11e9-8da8-38baf8f1539b,Bat,L,45,38,60,69.7,17.9,59,18,110,80,-22,4.56,24,0.14,4,2,Left,YAR_RED,Left,WAR_GAT,Stretch,1,Top,2,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,86.05155372,-2.129036419,2.164770004,2058.420462,156.663585,0.46875,6.265280136,-2.010100156,5.277487764,-15.90155356,23.47543798,-10.14378569,2.938446503,-0.821535833,76.83155617,-5.113464069,0.254873288,0.451640401,83.06179353,34.97666284,21.68307352,2614.135949,101.0395248,65.727275,43.48578451,304.8711503,116.7599797,25.82273102,4.619365845,6.133956035,13.19804073,1.819875784,50,6.059722021,-4.370769202,-124.7596908,-5.182481463,9.44284977,30.54447874,-11.85647289,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,30,1.245615598,-2.732582967,-0.190032395,0.039373551,0.824000302
69,7/2/19,5:41:28 PM,Player D,27d0d6e6-9d12-11e9-8da8-38baf8f1539b,Bat,L,54,46,63,70.2,19.4,70,16,103,83,-25,4.37,22.8,0.15,4,2,Left,YAR_RED,Left,WAR_GAT,Windup,3,Top,2,0,1,Slider,Slider,InPlay,Undefined,GroundBall,Double,1.27,0,0,NA,81.0743716,-1.310460077,1.456427851,2444.969653,222.3975658,0.0625,6.063583815,-2.192044242,5.233981329,-37.84181934,6.201123226,5.699730019,1.67785213,-0.347950415,73.55492202,-8.338180918,2.523694221,0.47764989,94.18216551,2.84404597,41.89005132,3859.614184,NA,NA,NA,63.83954966,63.45781408,42.07288881,0.484552612,-2.544203831,3.70289391,2.054028869,50,5.915678526,-3.17795821,-117.7020549,-3.924254767,-3.514188781,25.54782549,-27.05941581,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,20,1.034929766,-1.376896046,0.003037328,0.436282604,0.517357194
192,7/2/19,6:55:33 PM,Player D,821d182c-9d1c-11e9-8da8-38baf8f1539b,Bat,L,45,38,63,72.9,19.4,58,17,105,76,-23,4.59,24,0.15,4,2,Right,YAR_RED,Left,WAR_GAT,Stretch,7,Top,2,1,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,88.73315971,-1.411861532,-3.985648326,2315.46839,212.0273626,0.041666667,5.420701083,2.503362518,6.807368725,-20.69390358,13.99759567,8.776369776,2.404659694,-0.40760654,80.08391326,-5.384865939,-2.298868049,0.423919167,78.03978571,36.06488435,18.15669696,2397.455227,104.4029577,64.85346447,34.64017666,298.2556124,292.764759,17.12869327,4.643168335,-6.193268116,8.286016474,-2.249394884,50,5.321649406,8.749887443,-128.9161513,-3.732933206,-10.2669433,30.53380995,-18.43783373,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,29,1.380245372,-2.514829583,-0.659779008,0.586013218,0.756865382
16,7/5/19,6:51:55 PM,Player D,81bc7cfc-9f77-11e9-b28b-1c1bb52a548f,Bat,L,45,58,68,73.5,22.2,59,18,96,85,-25,4.73,23.6,0.15,4,3,Right,ORL_FIR,Left,WAR_GAT,Stretch,1,Bottom,0,1,1,ChangeUp,ChangeUp,InPlay,Undefined,FlyBall,HomeRun,2.1,0,4,NA,82.28654745,-1.362143412,-3.138529674,1960.61888,221.0475788,0.052083333,5.586888777,1.668462834,6.193413213,-27.26786838,14.32328104,12.50598593,2.055003095,-0.189547746,73.73492207,-6.557064561,-0.746661918,0.464164562,95.04057472,32.11477508,17.00005875,2620.287707,105.1970812,62.59771839,32.14787788,387.175456,386.0872215,15.31589115,5.278004761,-7.949329304,8.327931388,-1.438472047,50,5.470691569,6.203021607,-119.4626887,-3.602404202,-11.21526212,28.10177402,-20.42463803,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,11,1.747179238,-1.376994278,0.160850274,1.550453975,1.063364345
99,7/5/19,7:32:05 PM,Player D,18cd555b-9f7d-11e9-b28b-1c1bb52a548f,Bat,L,51,51,63,73.7,19.5,66,16,103,87,-28,4.96,23.5,0.14,6,4,Right,ORL_FIR,Left,WAR_GAT,Windup,3,Bottom,2,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,90.5278978,-2.330165939,-3.759639051,2170.43494,222.3014589,0.0625,5.562494645,2.238999202,6.821896853,-18.28515796,14.86060071,13.55115682,1.907483131,-0.066068563,82.17524697,-5.830301819,-1.159745361,0.414367324,97.06752643,-4.224761143,31.01256131,NA,NA,NA,NA,23.26140416,22.94155713,28.60032072,0.155265503,-8.715632784,9.01430493,-2.002310998,50,5.405538127,8.27684846,-131.5375323,-5.858944519,-15.13671866,30.1743755,-16.51861641,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190705-CCBLWareham-1,16,2.103325464,-1.564208513,0.376680054,0.73781386,0.17250753
16,7/6/19,3:09:29 PM,Player D,96c58567-a021-11e9-8cfc-38baf8e72d44,Bat,L,51,56,45,55.3,10.2,66,8,100,88,-18,2.25,17.6,0.18,4,3,Left,HAR_MAR,Left,WAR_GAT,Stretch,1,Top,2,0,2,Slider,Slider,InPlay,Undefined,Popup,Out,0,1,0,NA,80.93115943,-0.921007806,2.533627859,2239.387508,236.0383066,0.072916667,6.342348546,-1.486400558,5.792393234,-39.73584192,3.249888158,4.885118801,2.173484766,1.278763142,74.07419496,-8.341550177,3.45244123,0.471882283,60.68096927,49.02803843,-31.04119282,4309.777628,85.53693294,63.23082188,-69.16210543,177.8261692,65.49110009,-42.28659156,4.127272339,-1.869985398,2.026206482,1.27518842,50,6.242963248,-5.350131998,-117.6156074,-3.078257146,-2.599625568,23.88299061,-29.35724679,HAR_MAR,WAR_GAT,CCBLHarwich,CCBL,CCBL,20190706-CCBLHarwich-1,12,-4.214408929,0.448937557,0.44117678,-0.589464679,1.220333365
156,7/6/19,4:26:38 PM,Player D,59850b4c-a02c-11e9-8cfc-38baf8e72d44,Bat,L,47,44,54,70.7,14.7,61,10,104,83,-23,4.43,21.8,0.15,3,3,Left,HAR_MAR,Left,WAR_GAT,Stretch,6,Top,1,2,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,2,0,NA,88.34987481,-2.822331282,2.348856603,2225.083367,155.0464396,0.46875,6.381636991,-1.628271036,6.02417898,-16.91886852,19.30730814,-8.99995022,2.353776231,-0.20187257,79.29783168,-6.029067866,0.634723239,0.433194335,96.01284963,-7.349137099,13.92055415,NA,NA,NA,NA,16.44243581,14.33960942,13.48899106,0.111248169,5.69437773,11.46852172,1.449509422,50,6.151721059,-4.981429333,-128.2177595,-6.84861174,9.286762796,31.53508047,-13.47043494,HAR_MAR,WAR_GAT,CCBLHarwich,CCBL,CCBL,20190706-CCBLHarwich-1,21,0.463165472,-1.453844026,-0.144523917,-0.162178255,0.209261558
36,7/7/19,6:49:38 PM,Player D,8330c9dc-a109-11e9-b28b-1c1bb52a548f,Bat,L,48,46,53,67.5,14.4,63,13,107,87,-23,3.93,19.7,0.15,4,1,Left,HYA_HAR,Left,WAR_GAT,Stretch,1,Bottom,2,0,0,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,79.06850141,-0.850162301,2.573895812,2309.297933,198.3633888,0.520833333,5.353654857,-2.845034211,5.452130143,-35.0719263,9.733825328,3.24509016,1.634321563,-0.163643756,73.53590144,-7.308251303,3.17457288,0.481768501,91.94076158,17.64120701,11.93946597,1311.438705,107.2868913,29.51557849,24.27788667,296.3941281,295.567214,13.70224138,3.328532104,-1.096609251,5.355825742,2.615814572,50,5.25455133,-5.272359856,-115.0178876,-2.810210733,-1.488111565,18.7332164,-24.90613045,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,20,-0.591101215,-1.316620541,0.137219456,-0.271842507,0.312321155
152,7/7/19,7:56:17 PM,Player D,ce63820a-a112-11e9-b28b-1c1bb52a548f,Bat,L,48,50,47,62.3,11.3,62,5,101,84,-16,3.1,18.7,0.16,1,4,Right,HYA_HAR,Left,WAR_GAT,Windup,4,Bottom,0,1,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,83.5756364,-1.039639037,-2.608227449,1667.294527,239.1464615,0.083333333,5.571651859,2.037777752,6.069900657,-30.02067242,9.553118075,16.05379614,2.106861467,0.960566914,76.71654523,-6.676089539,0.419802894,0.452767602,84.27444922,-16.51631449,0.155666469,NA,NA,NA,NA,8.224462731,7.782749104,-6.529074779,0.058308716,-9.428199988,5.469676172,-1.844508611,50,5.475043274,5.064013658,-121.5737143,-3.095088105,-14.12637301,23.58562657,-23.97877417,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,17,-2.195491708,-0.269430287,-0.02227363,-1.143169732,1.000121272
53,7/8/19,7:12:42 PM,Player D,e4bcb1a0-a1d5-11e9-b28b-1c1bb52a548f,Bat,L,41,55,71,67.4,23.7,53,18,100,92,-23,4.21,23.8,0.14,4,1,Right,COT_KET,Left,WAR_GAT,Stretch,1,Bottom,1,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Out,0,1,0,NA,89.34642523,-0.682084827,-0.947052219,2448.338611,167.8859946,0.479166667,5.773298777,0.383069763,5.747764746,-23.76507777,11.3214008,-2.437073478,3.157799797,-0.701719671,81.62702077,-5.132484286,-1.404796929,0.426325598,79.49950813,23.97945721,20.78700829,1621.800265,101.696376,37.73972459,41.92653534,268.593344,260.8742781,21.6934106,3.377012329,1.040042161,6.269820354,-0.303003016,50,5.702238696,2.230476457,-130.0051549,-2.341739458,1.776830528,27.7029252,-21.46255183,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,8,1.181421835,-1.452310598,1.375713111,1.156238755,2.080379522
15,7/9/19,5:09:48 PM,Player D,df225f04-a28d-11e9-8da8-38baf8f1539b,Bat,L,47,39,72,69.9,23.9,61,15,115,93,-21,4.46,23.9,0.14,4,4,Right,YAR_RED,Left,WAR_GAT,Stretch,1,Top,1,1,2,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,1.27,0,1,NA,92.01949891,-2.543460366,-2.240474067,2147.4067,188.9911848,0.510416667,6.222037992,1.179481943,6.464454915,-15.73838591,17.15065643,2.718585141,2.57133774,-0.652608713,82.40264914,-5.555418264,-1.71800191,0.412759552,101.0661685,16.48340674,31.75219261,1732.767252,92.32803968,25.21094398,59.79560834,293.9042267,140.3042229,37.35662401,2.745198364,-2.282508874,10.37888565,-1.022799545,50,6.035676914,5.149683923,-133.6702066,-6.405287474,-4.0329646,35.1061918,-13.835597,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,22,1.585782912,-2.609201036,1.173249877,-0.00901254,1.245586321
157,7/9/19,6:27:37 PM,Player D,c5bcf9bd-a298-11e9-8da8-38baf8f1539b,Bat,L,47,34,52,70.1,13.6,62,9,122,92,-11,4.25,20.6,0.15,2,3,Right,YAR_RED,Left,WAR_GAT,Windup,5,Top,1,0,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,89.97503261,-1.92744024,-2.356012277,2102.930832,192.0922422,0.520833333,6.084392433,2.13773007,6.255121173,-13.51508419,20.75796586,4.45408633,3.178810289,0.335373749,81.39888474,-4.493425375,-1.508555177,0.421354752,86.70293401,31.17530498,3.469960784,3239.846159,109.9415654,58.91993316,3.582811171,334.5788414,327.2047135,-0.13657157,4.715336304,-3.169629348,11.96949168,-1.965267243,50,5.934787486,5.246151391,-130.7949824,-4.815571935,-5.431202768,30.37914659,-11.66416263,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,30,-0.276199692,-2.900477582,-0.078754289,-1.632125208,0.241680755
269,7/9/19,7:33:13 PM,Player D,ed276fd6-a2a1-11e9-8da8-38baf8f1539b,Bat,L,67,60,52,62.4,13.8,87,9,85,85,-27,3.32,21.9,0.15,7,6,Right,YAR_RED,Left,WAR_GAT,Stretch,8,Top,1,3,2,Slider,Curveball,InPlay,Undefined,GroundBall,Out,0,1,1,NA,68.75126587,2.733802435,-1.308348337,2073.134649,57.90397999,0.333333333,4.58975385,2.641130749,5.984614971,-69.06473417,-8.697770279,-13.77707899,1.370489209,0.28032162,61.97897041,-10.34456455,-3.939453198,0.559205179,81.58387125,-14.86275365,22.39414878,NA,NA,NA,NA,7.85629248,7.85629248,13.38829446,0.049520264,7.030429513,-5.744112434,-2.530553197,50,4.768068207,2.609416986,-99.769303,3.106978796,6.87394493,20.5300968,-37.79030749,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,0,-0.293732022,1.897207907,0.691271801,-0.005299944,0.611619852
14,7/10/19,7:06:47 PM,Player D,6497ab54-a367-11e9-b15b-d0c637ddbcc3,Bat,L,52,50,61,71.1,18.1,68,12,104,87,-20,4.48,21.6,0.15,4,2,Right,CHA_ANG,Left,WAR_GAT,Stretch,1,Top,2,1,0,Slider,Curveball,InPlay,Undefined,GroundBall,Single,0.89,0,1,NA,80.05594632,-0.016529153,-1.61764622,2213.807624,51.16327369,0.322916667,5.860131932,2.550877811,5.44255556,-47.31781804,-3.112583129,-3.814569311,1.901499465,0.718134467,73.75799594,-8.779294516,-2.329391246,0.478529119,84.11495878,-3.231058584,10.6041019,NA,NA,NA,NA,24.87214181,24.24696648,8.399168108,0.191876831,1.571008151,-1.647655637,-2.405446498,50,5.82643489,3.407776614,-116.4150344,-1.523724586,2.153991283,22.03835602,-34.43313033,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,17,0.82395799,-1.292659482,-0.004398971,-0.09731413,0.492192847
63,7/10/19,7:32:52 PM,Player D,06debf9c-a36b-11e9-b15b-d0c637ddbcc3,Bat,L,45,39,59,71.6,17.5,59,14,110,82,-19,4.37,22.7,0.15,2,1,Right,CHA_ANG,Left,WAR_GAT,Stretch,3,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,2,0,NA,90.23712413,-2.722638731,-3.034447553,2275.421912,227.4055979,0.0625,5.680493951,2.080213662,5.814136037,-16.88857803,17.62863806,19.21005984,1.736338292,0.85720396,82.21470465,-5.887302893,0.57969419,0.422852983,68.24300396,4.552445016,-3.552827827,2060.630811,NA,NA,NA,59.74505958,57.37145077,-6.19845737,0.605718384,-11.21426164,10.27417213,-1.843169514,50,5.447340087,6.30609153,-130.9955671,-6.799178355,-19.41960223,28.55271355,-14.38238805,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,28,0.699610227,-2.509437511,-0.363951631,-0.144446282,0.661764496
105,7/10/19,7:54:39 PM,Player D,163cc8ab-a36e-11e9-b15b-d0c637ddbcc3,Bat,L,44,48,56,69.2,15.7,57,13,96,77,-19,4.25,20.8,0.15,4,4,Right,CHA_ANG,Left,WAR_GAT,Windup,5,Top,2,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,80.47368864,0.383803637,-0.693593504,2264.033799,55.76214222,0.322916667,5.749400595,2.290037669,5.686696433,-48.98784905,-4.846523657,-7.060334266,2.024797616,1.055249686,72.71280268,-8.829100021,-2.031558183,0.478183078,74.38249446,-1.201512856,9.521391922,1903.513104,NA,NA,NA,30.17093673,29.59492698,7.445599488,0.271002808,3.56309749,-2.740294398,-2.227444415,50,5.751671576,1.626413817,-116.9284028,-0.679776286,4.824631835,26.56149908,-35.88455932,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,19,0.093510802,-1.128771712,-0.794500379,0.11320612,1.048460207
229,7/10/19,9:00:56 PM,Player D,589c5925-a377-11e9-b15b-d0c637ddbcc3,Bat,L,51,47,61,71.6,18.5,66,8,103,84,-23,4.74,22.3,0.14,4,3,Left,CHA_ANG,Left,WAR_GAT,Stretch,9,Top,1,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,1,NA,93.50278475,-0.817804073,3.572694289,2022.205057,113.0425734,0.40625,5.316047449,-2.109411229,5.883627681,-26.52869223,5.398049781,-12.76135487,2.34445028,0.148745258,85.52884236,-5.79081158,1.175633231,0.406676259,96.23112005,-7.979541482,1.086138778,NA,NA,NA,NA,16.54488146,15.96405055,0.34616539,0.110352173,7.872455515,3.137607962,1.828539215,50,5.234697157,-8.04661917,-135.8511568,-2.848113161,14.71498807,29.70684204,-26.30931377,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,19,1.567688633,-1.200002643,0.1772886,-0.456478356,0.419533779
